name_admin_unit,part_of_district,admin_unit,region,type_of_housing_units,all_sexes,male,female,tgend,housing_units_total,housing_units_pct
JACOBABAD,JACOBABAD,DISTRICT,RURAL,HOMELESS,1117,580,536,1,48,.03
JACOBABAD,JACOBABAD,DISTRICT,RURAL,TOTAL,812180,411783,400369,28,138796,100
JACOBABAD,JACOBABAD,DISTRICT,URBAN,REGULAR,360937,183179,177699,59,56331,99.94
JACOBABAD,JACOBABAD,DISTRICT,URBAN,INSTITUTIONAL,719,633,86,,16,.03
JACOBABAD,JACOBABAD,DISTRICT,URBAN,HOMELESS,261,192,47,22,18,.03
JACOBABAD,JACOBABAD,DISTRICT,URBAN,TOTAL,361917,184004,177832,81,56365,100
GARHI KHAIRO,JACOBABAD,TALUKA,OVERALL,REGULAR,193045,96930,96110,5,30661,99.92
GARHI KHAIRO,JACOBABAD,TALUKA,OVERALL,INSTITUTIONAL,,,,,,0
GARHI KHAIRO,JACOBABAD,TALUKA,OVERALL,HOMELESS,252,172,57,23,25,.08
GARHI KHAIRO,JACOBABAD,TALUKA,OVERALL,TOTAL,193297,97102,96167,28,30686,100
GARHI KHAIRO,JACOBABAD,TALUKA,RURAL,REGULAR,173137,86822,86313,2,28112,99.94
GARHI KHAIRO,JACOBABAD,TALUKA,RURAL,INSTITUTIONAL,,,,,,0
GARHI KHAIRO,JACOBABAD,TALUKA,RURAL,HOMELESS,153,115,37,1,17,.06
GARHI KHAIRO,JACOBABAD,TALUKA,RURAL,TOTAL,173290,86937,86350,3,28129,100
GARHI KHAIRO,JACOBABAD,TALUKA,URBAN,REGULAR,19908,10108,9797,3,2549,99.69
GARHI KHAIRO,JACOBABAD,TALUKA,URBAN,INSTITUTIONAL,,,,,,0
